is_night,hr,temp,hr_sin,is_peak_hour,hr_cos,is_evening_rush,yr,hum,temp_windspeed_interaction,bad_weather,registered_ratio,month_cos,season,is_winter,cnt,casual,registered,dteday,casual_ratio,cluster
0,16.0,0.42,-0.8660254037844385,1,-0.5000000000000004,1,0.0,0.82,0.1253699999999999,1,0.5591397789339809,0.8660254037844387,1.0,1,93.0,41.0,52.0,2011-01-01,0.44086021500635914,1
0,17.0,0.44,-0.9659258262890684,1,-0.2588190451025206,1,1.0,0.82,0.124784,1,0.7761193914012031,0.8660254037844387,1.0,1,67.0,15.0,52.0,2011-01-01,0.2238805969815104,1
0,18.0,0.42,-1.0,1,-1.8369701987210294e-16,1,0.0,0.88,0.1065539999999999,1,0.7428571216326537,0.8660254037844387,1.0,1,35.0,9.0,26.0,2011-01-01,0.2571428570693878,1
0,19.0,0.42,-0.9659258262890684,1,0.2588190451025203,0,0.0,0.88,0.1065539999999999,1,0.8378378151935726,0.8660254037844387,1.0,1,37.0,6.0,31.0,2011-01-01,0.16216216211833454,1
0,20.0,0.4,-0.8660254037844386,0,0.5000000000000001,0,0.0,0.87,0.10148,1,0.6944444251543216,0.8660254037844387,1.0,1,36.0,11.0,25.0,2011-01-01,0.30555555547067903,1
0,21.0,0.4,-0.7071067811865477,0,0.7071067811865474,0,0.0,0.87,0.0776,1,0.9117646790657448,0.8660254037844387,1.0,1,34.0,3.0,31.0,2011-01-01,0.0882352940916955,1
1,22.0,0.4,-0.5000000000000004,0,0.8660254037844384,0,0.0,0.94,0.08956,1,0.6071428354591845,0.8660254037844387,1.0,1,28.0,11.0,17.0,2011-01-01,0.39285714271683675,1
1,23.0,0.46,-0.2588190451025215,0,0.965925826289068,0,0.0,0.88,0.13731,1,0.6153845996055232,0.8660254037844387,1.0,1,39.0,15.0,24.0,2011-01-01,0.3846153845167653,1
1,0.0,0.46,0.0,0,1.0,0,0.0,0.88,0.13731,1,0.7647058373702448,0.8660254037844387,1.0,1,17.0,4.0,13.0,2011-01-02,0.2352941175086505,1
1,1.0,0.44,0.2588190451025207,0,0.9659258262890684,0,0.0,0.94,0.1116279999999999,1,0.9411764152249168,0.8660254037844387,1.0,1,17.0,1.0,16.0,2011-01-02,0.05882352937716263,1
1,2.0,0.42,0.4999999999999999,0,0.8660254037844387,0,0.0,1.0,0.119112,1,0.8888887901234679,0.8660254037844387,1.0,1,9.0,1.0,8.0,2011-01-02,0.1111111109876543,1
1,3.0,0.46,0.7071067811865476,0,0.7071067811865476,0,0.0,0.94,0.08924,1,0.6666665555555741,0.8660254037844387,1.0,1,6.0,2.0,4.0,2011-01-02,0.33333333277777777,1
1,4.0,0.46,0.8660254037844386,0,0.5000000000000001,0,0.0,0.94,0.08924,1,0.3333332222222592,0.8660254037844387,1.0,1,3.0,2.0,1.0,2011-01-02,0.6666666644444444,1
0,6.0,0.42,1.0,0,6.123233995736766e-17,0,0.0,0.77,0.1253699999999999,1,0.99999950000025,0.8660254037844387,1.0,1,2.0,0.0,2.0,2011-01-02,0.0,1
0,7.0,0.4,0.9659258262890684,1,-0.2588190451025206,0,0.0,0.76,0.0776,0,0.999999000001,0.8660254037844387,1.0,1,1.0,0.0,1.0,2011-01-02,0.0,1
0,8.0,0.4,0.8660254037844387,1,-0.4999999999999998,0,0.0,0.71,0.08956,1,0.9999998750000156,0.8660254037844387,1.0,1,8.0,0.0,8.0,2011-01-02,0.0,1
0,12.0,0.38,1.2246467991473532e-16,0,-1.0,0,0.0,0.76,0.0850819999999999,0,0.9499999525000024,0.8660254037844387,1.0,1,20.0,1.0,19.0,2011-01-02,0.049999999975,1
0,10.0,0.36,0.4999999999999999,0,-0.8660254037844387,0,0.0,0.81,0.080604,1,0.8679245119259527,0.8660254037844387,1.0,1,53.0,7.0,46.0,2011-01-02,0.1320754716731933,1
0,11.0,0.36,0.258819045102521,0,-0.9659258262890682,0,0.0,0.71,0.091332,0,0.7714285604081634,0.8660254037844387,1.0,1,70.0,16.0,54.0,2011-01-02,0.22857142853877552,1
0,12.0,0.36,1.2246467991473532e-16,0,-1.0,0,0.0,0.66,0.1074599999999999,0,0.7849462281188578,0.8660254037844387,1.0,1,93.0,20.0,73.0,2011-01-02,0.21505376341773616,1
0,13.0,0.36,-0.2588190451025208,0,-0.9659258262890684,0,0.0,0.66,0.048348,0,0.8533333219555558,0.8660254037844387,1.0,1,75.0,11.0,64.0,2011-01-02,0.14666666664711112,1
0,14.0,0.36,-0.4999999999999997,0,-0.8660254037844388,0,0.0,0.76,0.06984,1,0.9322033740304512,0.8660254037844387,1.0,1,59.0,4.0,55.0,2011-01-02,0.06779661015800058,1
0,15.0,0.34,-0.7071067811865471,0,-0.7071067811865479,0,0.0,0.81,0.055828,1,0.7432432331994158,0.8660254037844387,1.0,1,74.0,19.0,55.0,2011-01-02,0.25675675672205994,1
0,16.0,0.34,-0.8660254037844385,1,-0.5000000000000004,1,0.0,0.71,0.055828,1,0.8815789357686983,0.8660254037844387,1.0,1,76.0,9.0,67.0,2011-01-02,0.11842105261599724,1
0,17.0,0.34,-0.9659258262890684,1,-0.2588190451025206,1,0.0,0.57,0.06596,0,0.8923076785798819,0.8660254037844387,1.0,1,65.0,7.0,58.0,2011-01-02,0.10769230767573966,1
0,18.0,0.36,-1.0,1,-1.8369701987210294e-16,1,0.0,0.46,0.118224,0,0.8113207394090427,0.8660254037844387,1.0,1,53.0,10.0,43.0,2011-01-02,0.188679245247419,1
0,19.0,0.32,-0.9659258262890684,1,0.2588190451025203,0,0.0,0.42,0.143296,1,0.9666666344444454,0.8660254037844387,1.0,1,30.0,1.0,29.0,2011-01-02,0.03333333332222222,1
0,20.0,0.3,-0.8660254037844386,0,0.5000000000000001,0,0.0,0.39,0.10746,0,0.7727272376033073,0.8660254037844387,1.0,1,22.0,5.0,17.0,2011-01-02,0.22727272716942148,1
0,21.0,0.26,-0.7071067811865477,0,0.7071067811865474,0,0.0,0.44,0.085384,0,0.6451612695109268,0.8660254037844387,1.0,1,31.0,11.0,20.0,2011-01-02,0.35483870956295527,1
1,22.0,0.24,-0.5000000000000004,0,0.8660254037844384,0,0.0,0.44,0.07164,0,0.9999998888889012,0.8660254037844387,1.0,1,9.0,0.0,9.0,2011-01-02,0.0,1
1,0.0,0.22,0.0,0,1.0,0,0.0,0.44,0.078804,0,0.035460992656305,0.8660254037844387,1.0,1,141.0,0.0,5.0,2011-01-03,0.0,1
1,1.0,0.2,0.2588190451025207,0,0.9659258262890684,0,0.0,0.44,0.08358,1,0.99999950000025,0.8660254037844387,1.0,1,2.0,0.0,2.0,2011-01-03,0.0,1
1,4.0,0.16,0.8660254037844386,0,0.5000000000000001,0,0.0,0.47,0.062096,0,0.999999000001,0.8660254037844387,1.0,1,1.0,0.0,1.0,2011-01-03,0.0,1
1,5.0,0.16,0.9659258262890684,0,0.2588190451025207,0,0.0,0.47,0.03104,0,0.9999996666667778,0.8660254037844387,1.0,1,3.0,0.0,3.0,2011-01-03,0.0,1
0,6.0,0.14,1.0,0,6.123233995736766e-17,0,0.0,0.5,0.054334,0,0.9999999666666678,0.8660254037844387,1.0,1,30.0,0.0,30.0,2011-01-03,0.0,1
0,8.0,0.14,0.8660254037844387,1,-0.4999999999999998,0,0.0,0.5,0.039704,0,0.9935064870551528,0.8660254037844387,1.0,1,154.0,1.0,153.0,2011-01-03,0.006493506493084837,1
0,9.0,0.16,0.7071067811865476,1,-0.7071067811865475,0,0.0,0.43,0.062096,0,0.9204545349948348,0.8660254037844387,1.0,1,88.0,7.0,81.0,2011-01-03,0.07954545453641529,1
0,10.0,0.18,0.4999999999999999,0,-0.8660254037844387,0,0.0,0.43,0.045666,0,0.7499999829545458,0.8660254037844387,1.0,1,44.0,11.0,33.0,2011-01-03,0.2499999999431818,1
0,11.0,0.2,0.258819045102521,0,-0.9659258262890682,0,0.0,0.4,0.06568,0,0.8039215528642834,0.8660254037844387,1.0,1,51.0,10.0,41.0,2011-01-03,0.19607843133410227,1
0,12.0,0.22,1.2246467991473532e-16,0,-1.0,0,0.0,0.35,0.0656699999999999,0,0.7868852330018815,0.8660254037844387,1.0,1,61.0,13.0,48.0,2011-01-03,0.2131147540634238,1
0,13.0,0.24,-0.2588190451025208,0,-0.9659258262890684,0,0.0,0.35,0.068064,0,0.8688524447729108,0.8660254037844387,1.0,1,61.0,8.0,53.0,2011-01-03,0.13114754096210696,1
0,14.0,0.26,-0.4999999999999997,0,-0.8660254037844388,0,0.0,0.3,0.073736,0,0.8571428460111319,0.8660254037844387,1.0,1,77.0,11.0,66.0,2011-01-03,0.14285714283859,1
0,15.0,0.26,-0.7071067811865471,0,-0.7071067811865479,0,0.0,0.3,0.0659619999999999,0,0.8055555443672842,0.8660254037844387,1.0,1,72.0,14.0,58.0,2011-01-03,0.1944444444174383,1
0,16.0,0.26,-0.8660254037844385,1,-0.5000000000000004,1,0.0,0.3,0.0659619999999999,0,0.8815789357686983,0.8660254037844387,1.0,1,76.0,9.0,67.0,2011-01-03,0.11842105261599724,1
0,17.0,0.24,-0.9659258262890684,1,-0.2588190451025206,1,0.0,0.3,0.0537359999999999,0,0.9299362998093228,0.8660254037844387,1.0,1,157.0,11.0,146.0,2011-01-03,0.07006369426305327,1
0,18.0,0.24,-1.0,1,-1.8369701987210294e-16,1,0.0,0.32,0.0250799999999999,0,0.9426751532313684,0.8660254037844387,1.0,1,157.0,9.0,148.0,2011-01-03,0.057324840760679945,1
0,19.0,0.2,-0.9659258262890684,1,0.2588190451025203,0,0.0,0.47,0.0,0,0.9272727188429754,0.8660254037844387,1.0,1,110.0,8.0,102.0,2011-01-03,0.07272727272066117,1
0,20.0,0.2,-0.8660254037844386,0,0.5000000000000001,0,0.0,0.47,0.0209,0,0.9423076741863908,0.8660254037844387,1.0,1,52.0,3.0,49.0,2011-01-03,0.057692307681213015,1
0,21.0,0.18,-0.7071067811865477,0,0.7071067811865474,0,0.0,0.64,0.024174,0,0.9423076741863908,0.8660254037844387,1.0,1,52.0,3.0,49.0,2011-01-03,0.057692307681213015,1
1,22.0,0.14,-0.5000000000000004,0,0.8660254037844384,0,0.0,0.69,0.018802,0,0.9999999500000024,0.8660254037844387,1.0,1,20.0,0.0,20.0,2011-01-03,0.0,1
1,23.0,0.18,-0.2588190451025215,0,0.965925826289068,0,0.0,0.55,0.0188099999999999,0,0.9166665902777842,0.8660254037844387,1.0,1,12.0,1.0,11.0,2011-01-03,0.08333333326388888,1
1,0.0,0.16,0.0,0,1.0,0,0.0,0.55,0.01672,0,0.99999980000004,0.8660254037844387,1.0,1,5.0,0.0,5.0,2011-01-04,0.0,1
1,1.0,0.16,0.2588190451025207,0,0.9659258262890684,0,0.0,0.59,0.01672,0,0.99999950000025,0.8660254037844387,1.0,1,2.0,0.0,2.0,2011-01-04,0.0,1
1,2.0,0.14,0.4999999999999999,0,0.8660254037844387,0,0.0,0.63,0.018802,0,0.999999000001,0.8660254037844387,1.0,1,1.0,0.0,1.0,2011-01-04,0.0,1
1,4.0,0.14,0.8660254037844386,0,0.5000000000000001,0,0.0,0.63,0.012544,0,0.99999950000025,0.8660254037844387,1.0,1,2.0,0.0,2.0,2011-01-04,0.0,1
1,5.0,0.12,0.9659258262890684,0,0.2588190451025207,0,0.0,0.68,0.0125399999999999,0,0.9999997500000624,0.8660254037844387,1.0,1,4.0,0.0,4.0,2011-01-04,0.0,1
0,6.0,0.12,1.0,0,6.123233995736766e-17,0,0.0,0.74,0.0125399999999999,0,0.999999972222223,0.8660254037844387,1.0,1,36.0,0.0,36.0,2011-01-04,0.0,1
0,7.0,0.12,0.9659258262890684,1,-0.2588190451025206,0,0.0,0.74,0.016116,0,0.9787233938433682,0.8660254037844387,1.0,1,94.0,2.0,92.0,2011-01-04,0.021276595742417383,1
0,8.0,0.14,0.8660254037844387,1,-0.4999999999999998,0,0.0,0.69,0.022988,0,0.988826810118286,0.8660254037844387,1.0,1,179.0,2.0,177.0,2011-01-04,0.0111731843569177,1
0,9.0,0.16,0.7071067811865476,1,-0.7071067811865475,0,0.0,0.64,0.035824,0,0.9799999902000002,0.8660254037844387,1.0,1,100.0,2.0,98.0,2011-01-04,0.019999999998,1
0,10.0,0.16,0.4999999999999999,0,-0.8660254037844387,0,0.0,0.69,0.052544,0,0.2624113456566571,0.8660254037844387,1.0,1,141.0,5.0,37.0,2011-01-04,0.11904761901927437,1
0,11.0,0.22,0.258819045102521,0,-0.9659258262890682,0,0.0,0.51,0.0656699999999999,0,0.8771929670667901,0.8660254037844387,1.0,1,57.0,7.0,50.0,2011-01-04,0.12280701752231456,1
0,12.0,0.22,1.2246467991473532e-16,0,-1.0,0,0.0,0.51,0.036124,0,0.8461538353057201,0.8660254037844387,1.0,1,78.0,12.0,66.0,2011-01-04,0.15384615382643,1
0,13.0,0.24,-0.2588190451025208,0,-0.9659258262890684,0,0.0,0.56,0.04656,0,0.8144329812945054,0.8660254037844387,1.0,1,97.0,18.0,79.0,2011-01-04,0.18556701029014774,1
0,15.0,0.28,-0.7071067811865471,0,-0.7071067811865479,0,0.0,0.52,0.071036,0,0.7384615271005919,0.8660254037844387,1.0,1,65.0,17.0,48.0,2011-01-04,0.26153846149822485,1
0,16.0,0.3,-0.8660254037844385,1,-0.5000000000000004,1,0.0,0.49,0.07611,0,0.8192770985629265,0.8660254037844387,1.0,1,83.0,15.0,68.0,2011-01-04,0.18072289154449123,1
0,17.0,0.28,-0.9659258262890684,1,-0.2588190451025206,1,0.0,0.48,0.062692,0,0.9528301841847632,0.8660254037844387,1.0,1,212.0,10.0,202.0,2011-01-04,0.04716981131852972,1
0,18.0,0.26,-1.0,1,-1.8369701987210294e-16,1,0.0,0.48,0.05044,0,1.2695035370957195,0.8660254037844387,1.0,1,141.0,3.0,179.0,2011-01-04,0.016483516482610795,1
0,19.0,0.24,-0.9659258262890684,1,0.2588190451025203,0,0.0,0.48,0.0250799999999999,0,0.9821428483737246,0.8660254037844387,1.0,1,112.0,2.0,110.0,2011-01-04,0.017857142855548472,1
0,20.0,0.24,-0.8660254037844386,0,0.5000000000000001,0,0.0,0.48,0.0250799999999999,0,0.9814814633058988,0.8660254037844387,1.0,1,54.0,1.0,53.0,2011-01-04,0.018518518515089163,1
0,21.0,0.22,-0.7071067811865477,0,0.7071067811865474,0,0.0,0.64,0.0,0,0.9999999791666672,0.8660254037844387,1.0,1,48.0,0.0,48.0,2011-01-04,0.0,1
1,22.0,0.22,-0.5000000000000004,0,0.8660254037844384,0,0.0,0.64,0.019712,0,0.9714285436734702,0.8660254037844387,1.0,1,35.0,1.0,34.0,2011-01-04,0.028571428563265305,1
1,23.0,0.2,-0.2588190451025215,0,0.965925826289068,0,0.0,0.63,0.01792,0,0.8181817438016598,0.8660254037844387,1.0,1,11.0,2.0,9.0,2011-01-04,0.18181818165289254,1
1,0.0,0.2,0.0,0,1.0,0,0.0,0.64,0.0,0,0.9999998333333612,0.8660254037844387,1.0,1,6.0,0.0,6.0,2011-01-05,0.0,1
1,1.0,0.16,0.2588190451025207,0,0.9659258262890684,0,0.0,0.74,0.014336,0,0.9999998333333612,0.8660254037844387,1.0,1,6.0,0.0,6.0,2011-01-05,0.0,1
1,2.0,0.16,0.4999999999999999,0,0.8660254037844387,0,0.0,0.74,0.014336,0,0.99999950000025,0.8660254037844387,1.0,1,2.0,0.0,2.0,2011-01-05,0.0,1
1,4.0,0.5,0.8660254037844386,0,0.5000000000000001,0,0.0,0.48,0.11195,0,0.99999950000025,0.8660254037844387,1.0,1,2.0,0.0,2.0,2011-01-05,0.0,1
1,5.0,0.22,0.9659258262890684,0,0.2588190451025207,0,0.0,0.47,0.036124,0,0.9999996666667778,0.8660254037844387,1.0,1,3.0,0.0,3.0,2011-01-05,0.0,1
0,6.0,0.2,1.0,0,6.123233995736766e-17,0,0.0,0.47,0.04478,0,0.9999999696969708,0.8660254037844387,1.0,1,33.0,0.0,33.0,2011-01-05,0.0,1
0,7.0,0.18,0.9659258262890684,1,-0.2588190451025206,0,0.0,0.43,0.03492,0,0.9886363524018597,0.8660254037844387,1.0,1,88.0,1.0,87.0,2011-01-05,0.011363636362345043,1
0,8.0,0.2,0.8660254037844387,1,-0.4999999999999998,0,0.0,0.4,0.0597,0,0.984615379566075,0.8660254037844387,1.0,1,195.0,3.0,192.0,2011-01-05,0.01538461538382643,1
0,9.0,0.22,0.7071067811865476,1,-0.7071067811865475,0,0.0,0.37,0.072248,0,0.9478260787145558,0.8660254037844387,1.0,1,115.0,6.0,109.0,2011-01-05,0.0521739130389414,1
0,10.0,0.22,0.4999999999999999,0,-0.8660254037844387,0,0.0,0.37,0.072248,0,0.9298245450907976,0.8660254037844387,1.0,1,57.0,4.0,53.0,2011-01-05,0.07017543858417975,1
0,11.0,0.26,0.258819045102521,0,-0.9659258262890682,0,0.0,0.33,0.085384,0,0.7391304187145562,0.8660254037844387,1.0,1,46.0,12.0,34.0,2011-01-05,0.26086956516068055,1
0,12.0,0.26,1.2246467991473532e-16,0,-1.0,0,0.0,0.33,0.085384,0,0.9367088489024196,0.8660254037844387,1.0,1,79.0,17.0,74.0,2011-01-05,0.1868131867926579,1
0,13.0,0.28,-0.2588190451025208,0,-0.9659258262890684,0,0.0,0.3,0.08358,0,0.915492944852212,0.8660254037844387,1.0,1,71.0,6.0,65.0,2011-01-05,0.08450704224161873,1
0,14.0,0.3,-0.4999999999999997,0,-0.8660254037844388,0,0.0,0.28,0.0582,0,0.8387096638917797,0.8660254037844387,1.0,1,62.0,10.0,52.0,2011-01-05,0.16129032255463058,1
0,15.0,0.3,-0.7071067811865471,0,-0.7071067811865479,0,0.0,0.28,0.0582,0,0.8870967598855362,0.8660254037844387,1.0,1,62.0,7.0,55.0,2011-01-05,0.11290322578824141,1
0,16.0,0.3,-0.8660254037844385,1,-0.5000000000000004,1,0.0,0.28,0.0268799999999999,0,0.9550561690443128,0.8660254037844387,1.0,1,89.0,4.0,85.0,2011-01-05,0.04494382021966924,1
0,17.0,0.24,-0.9659258262890684,1,-0.2588190451025206,1,0.0,0.38,0.04656,0,0.978947363268698,0.8660254037844387,1.0,1,190.0,4.0,186.0,2011-01-05,0.021052631577839334,1
0,18.0,0.24,-1.0,1,-1.8369701987210294e-16,1,0.0,0.38,0.032232,0,0.9822485148979376,0.8660254037844387,1.0,1,169.0,3.0,166.0,2011-01-05,0.017751479288890443,1
0,19.0,0.24,-0.9659258262890684,1,0.2588190451025203,0,0.0,0.38,0.0250799999999999,0,0.9621212048324153,0.8660254037844387,1.0,1,132.0,5.0,127.0,2011-01-05,0.03787878787591827,1
0,20.0,0.22,-0.8660254037844386,0,0.5000000000000001,0,0.0,0.47,0.036124,0,0.9213483042545134,0.8660254037844387,1.0,1,89.0,7.0,82.0,2011-01-05,0.07865168538442116,1
0,21.0,0.2,-0.7071067811865477,0,0.7071067811865474,0,0.0,0.51,0.0388,0,0.9302325365062202,0.8660254037844387,1.0,1,43.0,3.0,40.0,2011-01-05,0.06976744184424012,1
1,22.0,0.18,-0.5000000000000004,0,0.8660254037844384,0,0.0,0.55,0.024174,0,0.9761904529478465,0.8660254037844387,1.0,1,42.0,1.0,41.0,2011-01-05,0.023809523803854874,1
1,23.0,0.2,-0.2588190451025215,0,0.965925826289068,0,0.0,0.47,0.0,0,0.9473683711911384,0.8660254037844387,1.0,1,19.0,1.0,18.0,2011-01-05,0.05263157891966759,1
1,0.0,0.18,0.0,0,1.0,0,0.0,0.55,0.0,0,0.9999999090909174,0.8660254037844387,1.0,1,11.0,0.0,11.0,2011-01-06,0.0,1
1,1.0,0.16,0.2588190451025207,0,0.9659258262890684,0,0.0,0.64,0.0,0,0.9999997500000624,0.8660254037844387,1.0,1,4.0,0.0,4.0,2011-01-06,0.0,1
1,2.0,0.16,0.4999999999999999,0,0.8660254037844387,0,0.0,0.64,0.0,0,0.99999950000025,0.8660254037844387,1.0,1,2.0,0.0,2.0,2011-01-06,0.0,1
1,4.0,0.16,0.8660254037844386,0,0.5000000000000001,0,0.0,0.64,0.014336,0,0.999999000001,0.8660254037844387,1.0,1,1.0,0.0,1.0,2011-01-06,0.0,1
0,6.0,0.14,1.0,0,6.123233995736766e-17,0,0.0,0.63,0.01463,0,0.999999972222223,0.8660254037844387,1.0,1,36.0,0.0,36.0,2011-01-06,0.0,1
0,7.0,0.16,0.9659258262890684,1,-0.2588190451025206,0,0.0,0.63,0.0,0,0.9999999894736844,0.8660254037844387,1.0,1,95.0,0.0,95.0,2011-01-06,0.0,1
0,8.0,0.16,0.8660254037844387,1,-0.4999999999999998,0,1.0,0.59,0.0,0,0.9863013653593544,0.8660254037844387,1.0,1,219.0,17.0,216.0,2011-01-06,0.07296137338742655,1
0,9.0,0.18,0.7071067811865476,1,-0.7071067811865475,0,0.0,0.51,0.0,0,0.9508196643375436,0.8660254037844387,1.0,1,122.0,6.0,116.0,2011-01-06,0.04918032786482129,1
0,10.0,0.2,0.4999999999999999,0,-0.8660254037844387,0,0.0,0.47,0.0,0,0.9333333125925932,0.8660254037844387,1.0,1,45.0,3.0,42.0,2011-01-06,0.06666666665185185,1
0,11.0,0.22,0.258819045102521,0,-0.9659258262890682,0,0.0,0.44,0.019712,0,0.9661016785406497,0.8660254037844387,1.0,1,59.0,2.0,57.0,2011-01-06,0.03389830507900029,1
0,12.0,0.26,1.2246467991473532e-16,0,-1.0,0,0.0,0.35,0.0,0,0.928571417517007,0.8660254037844387,1.0,1,84.0,6.0,78.0,2011-01-06,0.07142857142006803,1
0,13.0,0.26,-0.2588190451025208,0,-0.9659258262890684,0,0.0,0.35,0.02717,0,0.8208955101358879,0.8660254037844387,1.0,1,67.0,12.0,55.0,2011-01-06,0.1791044775852083,1
0,14.0,0.28,-0.4999999999999997,0,-0.8660254037844388,0,0.0,0.36,0.045976,0,0.8428571308163267,0.8660254037844387,1.0,1,70.0,11.0,59.0,2011-01-06,0.15714285712040818,1
0,15.0,0.28,-0.7071067811865471,0,-0.7071067811865479,0,0.0,0.36,0.0,0,0.8709677278876173,0.8660254037844387,1.0,1,62.0,8.0,54.0,2011-01-06,0.12903225804370447,1
0,16.0,0.26,-0.8660254037844385,1,-0.5000000000000004,1,0.0,0.38,0.042692,0,0.8604651062736616,0.8660254037844387,1.0,1,86.0,12.0,74.0,2011-01-06,0.13953488370470526,1
0,17.0,0.22,-0.9659258262890684,1,-0.2588190451025206,1,1.0,0.51,0.036124,0,0.9476744130949162,0.8660254037844387,1.0,1,172.0,9.0,163.0,2011-01-06,0.05232558139230665,1
0,18.0,0.5,-1.0,1,-1.8369701987210294e-16,1,0.0,0.51,0.097,0,0.9693251474274532,0.8660254037844387,1.0,1,163.0,5.0,158.0,2011-01-06,0.030674846623884977,1
0,19.0,0.22,-0.9659258262890684,1,0.2588190451025203,0,0.0,0.55,0.019712,0,0.9732142770248724,0.8660254037844387,1.0,1,112.0,3.0,109.0,2011-01-06,0.026785714283322704,1
0,20.0,0.2,-0.8660254037844386,0,0.5000000000000001,0,0.0,0.51,0.03284,0,0.9565217252678012,0.8660254037844387,1.0,1,69.0,3.0,66.0,2011-01-06,0.04347826086326403,1
0,12.0,0.5,1.2246467991473532e-16,0,-1.0,0,0.0,0.55,0.11195,0,0.9999999791666672,0.8660254037844387,1.0,1,48.0,0.0,48.0,2011-01-06,0.0,1
1,22.0,0.22,-0.5000000000000004,0,0.8660254037844384,0,0.0,0.51,0.062392,0,0.9807692119082844,0.8660254037844387,1.0,1,52.0,1.0,51.0,2011-01-06,0.019230769227071006,1
1,23.0,0.2,-0.2588190451025215,0,0.965925826289068,0,0.0,0.59,0.0388,0,0.8260869206049165,0.8660254037844387,1.0,1,23.0,4.0,19.0,2011-01-06,0.1739130434026465,1
1,0.0,0.2,0.0,0,1.0,0,0.0,0.64,0.0388,0,0.7647058373702448,0.8660254037844387,1.0,1,17.0,4.0,13.0,2011-01-07,0.2352941175086505,1
1,1.0,0.2,0.2588190451025207,0,0.9659258262890684,0,0.0,0.69,0.04478,0,0.7142856122449125,0.8660254037844387,1.0,1,7.0,2.0,5.0,2011-01-07,0.2857142853061225,1
1,2.0,0.2,0.4999999999999999,0,0.8660254037844387,0,0.0,0.69,0.04478,0,0.999999000001,0.8660254037844387,1.0,1,1.0,0.0,1.0,2011-01-07,0.0,1
1,4.0,0.2,0.8660254037844386,0,0.5000000000000001,0,0.0,0.69,0.02686,0,0.999999000001,0.8660254037844387,1.0,1,1.0,0.0,1.0,2011-01-07,0.0,1
1,5.0,0.22,0.9659258262890684,0,0.2588190451025207,0,0.0,0.55,0.0,1,0.99999980000004,0.8660254037844387,1.0,1,5.0,0.0,5.0,2011-01-07,0.0,1
